trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2319,False,"{'a': 0.001, 'e': 0.09847032945383845}",20,3,15.527799175285336,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2320,False,"{'a': 0.001, 'e': 0.09837190834314173}",20,9,17.07852211964663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2321,False,"{'a': 0.001, 'e': 0.09827358560436154}",30,17,21.886723820924907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2322,False,"{'a': 0.001, 'e': 0.09817536113917512}",20,14,11.754590186621742,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2323,False,"{'a': 0.001, 'e': 0.09807723484935806}",20,14,1.0013578136772128,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2324,False,"{'a': 0.001, 'e': 0.09797920663678401}",20,9,21.650795238644953,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2325,False,"{'a': 0.001, 'e': 0.09788127640342477}",20,5,14.017351091020561,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2326,False,"{'a': 0.001, 'e': 0.09778344405135005}",20,9,16.41645500270297,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2327,False,"{'a': 0.001, 'e': 0.09768570948272756}",20,4,-24.042432443455596,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
2328,False,"{'a': 0.001, 'e': 0.0975880725998227}",25,13,25.198452925407352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2329,False,"{'a': 0.001, 'e': 0.09749053330499859}",25,20,8.146277735269654,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2330,False,"{'a': 0.001, 'e': 0.09739309150071584}",20,6,19.109880240214075,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2331,False,"{'a': 0.001, 'e': 0.09729574708953276}",25,17,16.659097029999636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2332,False,"{'a': 0.001, 'e': 0.09719849997410487}",20,14,10.051670952895668,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2333,False,"{'a': 0.001, 'e': 0.09710135005718508}",35,25,-7.680237133185914,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
2334,False,"{'a': 0.001, 'e': 0.09700429724162336}",25,16,17.571681474057197,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2335,False,"{'a': 0.001, 'e': 0.09690734143036704}",20,2,31.899516978698767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2336,False,"{'a': 0.001, 'e': 0.09681048252646021}",25,12,23.020194295808462,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2337,False,"{'a': 0.001, 'e': 0.09671372043304398}",35,24,15.747803449741124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2338,False,"{'a': 0.001, 'e': 0.09661705505335619}",20,14,12.826821283099447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2339,False,"{'a': 0.001, 'e': 0.09652048629073155}",25,15,-1.3225163421609103,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
2340,False,"{'a': 0.001, 'e': 0.09642401404860125}",25,7,-14.411723358649198,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2341,False,"{'a': 0.001, 'e': 0.09632763823049303}",25,13,11.443942410735206,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2342,False,"{'a': 0.001, 'e': 0.09623135874003103}",20,0,12.258381849318264,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2343,False,"{'a': 0.001, 'e': 0.09613517548093582}",20,0,18.98237338790793,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2344,False,"{'a': 0.001, 'e': 0.09603908835702411}",25,11,27.369386347142118,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2345,False,"{'a': 0.001, 'e': 0.09594309727220877}",25,13,18.117676025654188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2346,False,"{'a': 0.001, 'e': 0.09584720213049865}",30,22,13.108241291026609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2347,False,"{'a': 0.001, 'e': 0.09575140283599869}",25,16,18.312278242557927,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2348,False,"{'a': 0.001, 'e': 0.09565569929290954}",20,11,14.420239628585641,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2349,False,"{'a': 0.001, 'e': 0.09556009140552765}",25,13,26.012709829384434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2350,False,"{'a': 0.001, 'e': 0.0954645790782451}",30,16,28.704898918425997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2351,False,"{'a': 0.001, 'e': 0.09536916221554961}",30,13,16.713489941117405,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2352,False,"{'a': 0.001, 'e': 0.09527384072202429}",30,14,31.111033416799035,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2353,False,"{'a': 0.001, 'e': 0.09517861450234763}",25,20,7.941694277355386,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2354,False,"{'a': 0.001, 'e': 0.09508348346129337}",25,0,-16.405947556762143,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
2355,False,"{'a': 0.001, 'e': 0.09498844750373053}",20,10,10.402081533461876,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2356,False,"{'a': 0.001, 'e': 0.09489350653462311}",20,13,13.446122247574783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2357,False,"{'a': 0.001, 'e': 0.09479866045903014}",20,4,24.952733400767254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2358,False,"{'a': 0.001, 'e': 0.09470390918210547}",25,0,-5.215315448313655,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2359,False,"{'a': 0.001, 'e': 0.09460925260909793}",30,16,26.29619899128375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2360,False,"{'a': 0.001, 'e': 0.09451469064535088}",20,0,30.93510932244625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2361,False,"{'a': 0.001, 'e': 0.09442022319630235}",20,6,18.376289552970064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2362,False,"{'a': 0.001, 'e': 0.09432585016748485}",20,16,6.038332021967202,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2363,False,"{'a': 0.001, 'e': 0.0942315714645254}",20,16,7.293373651857315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2364,False,"{'a': 0.001, 'e': 0.09413738699314529}",20,16,6.274359626581969,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2365,False,"{'a': 0.001, 'e': 0.09404329665916}",25,6,16.973567874312167,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2366,False,"{'a': 0.001, 'e': 0.09394930036847918}",20,13,16.294868863145066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2367,False,"{'a': 0.001, 'e': 0.09385539802710659}",20,6,20.998589964993275,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2368,False,"{'a': 0.001, 'e': 0.09376158954113986}",20,12,7.506852875407024,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2369,False,"{'a': 0.001, 'e': 0.09366787481677047}",20,16,7.345511874879843,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2370,False,"{'a': 0.001, 'e': 0.09357425376028367}",20,14,-2.3550071695338772,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2371,False,"{'a': 0.001, 'e': 0.09348072627805847}",20,10,14.997449642512807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2372,False,"{'a': 0.001, 'e': 0.09338729227656732}",30,21,17.00027177320733,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2373,False,"{'a': 0.001, 'e': 0.09329395166237625}",25,5,20.87180128859843,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2374,False,"{'a': 0.001, 'e': 0.09320070434214457}",20,14,9.898236773146786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2375,False,"{'a': 0.001, 'e': 0.09310755022262504}",30,18,13.506923445103402,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2376,False,"{'a': 0.001, 'e': 0.09301448921066349}",20,8,21.010248188644894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2377,False,"{'a': 0.001, 'e': 0.0929215212131989}",25,17,15.642719339744872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2378,False,"{'a': 0.001, 'e': 0.09282864613726323}",25,1,35.98090310699462,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2379,False,"{'a': 0.001, 'e': 0.09273586388998147}",25,17,15.413929590487193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2380,False,"{'a': 0.001, 'e': 0.09264317437857132}",30,12,7.348255285014048,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2381,False,"{'a': 0.001, 'e': 0.09255057751034329}",30,8,-4.506804331144472,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
2382,False,"{'a': 0.001, 'e': 0.09245807319270043}",20,12,16.251666579523615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2383,False,"{'a': 0.001, 'e': 0.0923656613331385}",20,6,16.589881193222784,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2384,False,"{'a': 0.001, 'e': 0.09227334183924561}",20,5,20.59243052139224,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2385,False,"{'a': 0.001, 'e': 0.09218111461870225}",20,6,30.00864562167054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2386,False,"{'a': 0.001, 'e': 0.09208897957928115}",20,8,19.583589426885013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2387,False,"{'a': 0.001, 'e': 0.09199693662884734}",20,0,36.69677553060963,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2388,False,"{'a': 0.001, 'e': 0.09190498567535783}",20,13,15.013733559369062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2389,False,"{'a': 0.001, 'e': 0.09181312662686165}",25,7,20.002167956532176,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2390,False,"{'a': 0.001, 'e': 0.09172135939149971}",20,15,8.691052418803999,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2391,False,"{'a': 0.001, 'e': 0.09162968387750484}",25,18,16.04091857661462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2392,False,"{'a': 0.001, 'e': 0.09153809999320149}",25,18,11.956791038065214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2393,False,"{'a': 0.001, 'e': 0.09144660764700575}",30,18,21.607451398482347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2394,False,"{'a': 0.001, 'e': 0.09135520674742525}",20,0,33.87024363284252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2395,False,"{'a': 0.001, 'e': 0.09126389720305915}",20,15,10.353041756855438,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2396,False,"{'a': 0.001, 'e': 0.09117267892259785}",20,13,14.537441266939194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2397,False,"{'a': 0.001, 'e': 0.09108155181482308}",30,16,14.49869807302109,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2398,False,"{'a': 0.001, 'e': 0.09099051578860767}",20,16,8.022131301116598,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2399,False,"{'a': 0.001, 'e': 0.09089957075291567}",20,11,12.690708183500982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2400,False,"{'a': 0.001, 'e': 0.090808716616802}",20,12,12.483187958903773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2401,False,"{'a': 0.001, 'e': 0.09071795328941251}",25,18,11.571471714165876,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2402,False,"{'a': 0.001, 'e': 0.09062728067998384}",20,13,13.940718175892183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2403,False,"{'a': 0.001, 'e': 0.09053669869784343}",20,12,11.99510660942471,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2404,False,"{'a': 0.001, 'e': 0.09044620725240926}",20,5,22.18808034076488,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2405,False,"{'a': 0.001, 'e': 0.0903558062531899}",20,11,9.155641941802664,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2406,False,"{'a': 0.001, 'e': 0.09026549560978427}",20,14,4.302839866434235,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2407,False,"{'a': 0.001, 'e': 0.0901752752318818}",35,25,17.269725994367764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2408,False,"{'a': 0.001, 'e': 0.0900851450292621}",25,11,17.000517290684535,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2409,False,"{'a': 0.001, 'e': 0.08999510491179491}",25,16,18.856446292074384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2410,False,"{'a': 0.001, 'e': 0.08990515478944011}",30,13,-13.559159244522242,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2411,False,"{'a': 0.001, 'e': 0.08981529457224763}",35,26,-22.89334091860463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2412,False,"{'a': 0.001, 'e': 0.0897255241703572}",20,7,13.924449470270545,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2413,False,"{'a': 0.001, 'e': 0.08963584349399842}",25,11,22.64070049970001,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2414,False,"{'a': 0.001, 'e': 0.08954625245349057}",25,9,19.22623699524305,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2415,False,"{'a': 0.001, 'e': 0.08945675095924267}",20,0,31.196937181544577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2416,False,"{'a': 0.001, 'e': 0.08936733892175319}",20,7,25.979712739868756,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2417,False,"{'a': 0.001, 'e': 0.08927801625161007}",20,10,17.621159669029012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2418,False,"{'a': 0.001, 'e': 0.08918878285949061}",25,16,15.439144093572072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2419,False,"{'a': 0.001, 'e': 0.08909963865616147}",25,17,16.338392086470172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2420,False,"{'a': 0.001, 'e': 0.08901058355247843}",25,8,16.199930324301096,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2421,False,"{'a': 0.001, 'e': 0.08892161745938634}",25,16,16.042067310846424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2422,False,"{'a': 0.001, 'e': 0.08883274028791908}",25,8,26.846355789230785,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2423,False,"{'a': 0.001, 'e': 0.08874395194919957}",25,18,12.794703645941643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2424,False,"{'a': 0.001, 'e': 0.08865525235443938}",25,11,24.60123210328318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2425,False,"{'a': 0.001, 'e': 0.08856664141493896}",20,13,10.065574686634992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2426,False,"{'a': 0.001, 'e': 0.08847811904208727}",20,13,11.97241608377835,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2427,False,"{'a': 0.001, 'e': 0.08838968514736205}",20,10,6.4703303903405756,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
2428,False,"{'a': 0.001, 'e': 0.08830133964232935}",30,22,16.7465863630234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2429,False,"{'a': 0.001, 'e': 0.08821308243864363}",30,21,14.575702057383491,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2430,False,"{'a': 0.001, 'e': 0.08812491344804767}",25,16,19.03539689359807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2431,False,"{'a': 0.001, 'e': 0.08803683258237255}",35,21,25.439036205138628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2432,False,"{'a': 0.001, 'e': 0.08794883975353733}",30,15,-5.472209742385967,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
2433,False,"{'a': 0.001, 'e': 0.0878609348735492}",25,20,9.705586895386755,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2434,False,"{'a': 0.001, 'e': 0.08777311785450327}",25,20,9.056082383569112,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2435,False,"{'a': 0.001, 'e': 0.08768538860858248}",20,12,14.35241417893991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2436,False,"{'a': 0.001, 'e': 0.08759774704805763}",20,13,12.974891436194664,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2437,False,"{'a': 0.001, 'e': 0.08751019308528712}",30,6,43.412517158470145,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2438,False,"{'a': 0.001, 'e': 0.08742272663271701}",25,8,31.626032708992838,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2439,False,"{'a': 0.001, 'e': 0.08733534760288077}",30,8,-11.517465839657323,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
2440,False,"{'a': 0.001, 'e': 0.08724805590839944}",20,9,20.442719923612945,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2441,False,"{'a': 0.001, 'e': 0.0871608514619813}",25,5,37.243672439796384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2442,False,"{'a': 0.001, 'e': 0.08707373417642188}",20,0,35.86875626795166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2443,False,"{'a': 0.001, 'e': 0.08698670396460385}",20,9,17.00430396899809,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2444,False,"{'a': 0.001, 'e': 0.08689976073949708}",20,16,7.875361193442588,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2445,False,"{'a': 0.001, 'e': 0.08681290441415829}",20,5,26.412976468442267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2446,False,"{'a': 0.001, 'e': 0.08672613490173114}",20,14,13.396151241481853,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2447,False,"{'a': 0.001, 'e': 0.0866394521154461}",20,8,19.28609218241417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2448,False,"{'a': 0.001, 'e': 0.08655285596862042}",20,9,23.78035135870699,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2449,False,"{'a': 0.001, 'e': 0.08646634637465792}",20,6,23.502192107211687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2450,False,"{'a': 0.001, 'e': 0.086379923247049}",25,16,13.53485820763007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2451,False,"{'a': 0.001, 'e': 0.0862935864993705}",30,23,10.00025720331049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2452,False,"{'a': 0.001, 'e': 0.08620733604528572}",20,0,32.802783292442236,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2453,False,"{'a': 0.001, 'e': 0.08612117179854416}",25,12,25.25807580314166,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2454,False,"{'a': 0.001, 'e': 0.08603509367298158}",30,16,25.46613593027604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2455,False,"{'a': 0.001, 'e': 0.08594910158251981}",20,5,26.669761998629458,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2456,False,"{'a': 0.001, 'e': 0.08586319544116683}",20,12,5.346389038701223,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2457,False,"{'a': 0.001, 'e': 0.08577737516301644}",20,0,2.587246129257112,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
2458,False,"{'a': 0.001, 'e': 0.08569164066224835}",25,15,-3.9543311131459724,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
2459,False,"{'a': 0.001, 'e': 0.08560599185312803}",25,8,26.949232340158304,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2460,False,"{'a': 0.001, 'e': 0.08552042865000674}",20,16,10.083718358068257,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2461,False,"{'a': 0.001, 'e': 0.08543495096732123}",20,13,13.095650371001078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2462,False,"{'a': 0.001, 'e': 0.08534955871959381}",25,20,7.015669969981894,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2463,False,"{'a': 0.001, 'e': 0.08526425182143217}",25,0,-44.94740759826273,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",1
2464,False,"{'a': 0.001, 'e': 0.0851790301875295}",25,15,17.071119054683784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2465,False,"{'a': 0.001, 'e': 0.08509389373266411}",25,10,12.983944785143429,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2466,False,"{'a': 0.001, 'e': 0.08500884237169956}",25,14,20.871007929064298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2467,False,"{'a': 0.001, 'e': 0.08492387601958441}",20,13,1.899958525816361,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2468,False,"{'a': 0.001, 'e': 0.08483899459135241}",35,13,32.472386992701196,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
2469,False,"{'a': 0.001, 'e': 0.08475419800212207}",25,20,9.103262148387618,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2470,False,"{'a': 0.001, 'e': 0.08466948616709678}",30,19,20.9563585488634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2471,False,"{'a': 0.001, 'e': 0.08458485900156469}",25,9,29.616026001357458,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2472,False,"{'a': 0.001, 'e': 0.08450031642089868}",25,16,17.016462977316838,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2473,False,"{'a': 0.001, 'e': 0.08441585834055614}",20,11,13.582808875941751,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2474,False,"{'a': 0.001, 'e': 0.08433148467607897}",25,10,24.999639402898747,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2475,False,"{'a': 0.001, 'e': 0.08424719534309347}",30,11,-6.129819951932919,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
2476,False,"{'a': 0.001, 'e': 0.08416299025731036}",20,9,19.4672398462472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2477,False,"{'a': 0.001, 'e': 0.08407886933452453}",20,14,11.647665689631973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2478,False,"{'a': 0.001, 'e': 0.08399483249061504}",20,12,14.554805788375607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2479,False,"{'a': 0.001, 'e': 0.083910879641545}",30,6,43.04950593825594,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2480,False,"{'a': 0.001, 'e': 0.08382701070336164}",20,0,19.761708599421645,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2481,False,"{'a': 0.001, 'e': 0.08374322559219596}",25,2,35.68632292421545,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2482,False,"{'a': 0.001, 'e': 0.08365952422426286}",20,10,19.451025631808523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2483,False,"{'a': 0.001, 'e': 0.0835759065158609}",20,12,12.302525330994948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2484,False,"{'a': 0.001, 'e': 0.08349237238337248}",25,4,26.40335973583266,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
2485,False,"{'a': 0.001, 'e': 0.08340892174326339}",35,21,14.9276317424954,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2486,False,"{'a': 0.001, 'e': 0.083325554512083}",30,11,13.82178646749831,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
2487,False,"{'a': 0.001, 'e': 0.08324227060646401}",20,8,21.823013502438013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2488,False,"{'a': 0.001, 'e': 0.08315906994312262}",30,12,-9.419949038663772,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2489,False,"{'a': 0.001, 'e': 0.0830759524388581}",25,15,19.332068666389677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2490,False,"{'a': 0.001, 'e': 0.08299291801055293}",20,10,-10.65757642124766,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
2491,False,"{'a': 0.001, 'e': 0.08290996657517266}",30,13,16.143839204079224,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2492,False,"{'a': 0.001, 'e': 0.08282709804976592}",30,12,22.944342995905878,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2493,False,"{'a': 0.001, 'e': 0.08274431235146412}",30,22,10.891989056566993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2494,False,"{'a': 0.001, 'e': 0.08266160939748157}",30,13,20.954611919674697,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2495,False,"{'a': 0.001, 'e': 0.08257898910511527}",25,13,23.97487240565753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2496,False,"{'a': 0.001, 'e': 0.08249645139174498}",20,9,8.80366383849976,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
2497,False,"{'a': 0.001, 'e': 0.08241399617483297}",20,13,0.8470784560710052,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2498,False,"{'a': 0.001, 'e': 0.08233162337192401}",25,16,18.10919922696735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2499,False,"{'a': 0.001, 'e': 0.08224933290064523}",20,1,17.688406684952056,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2500,False,"{'a': 0.001, 'e': 0.08216712467870625}",20,16,8.391537982839985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2501,False,"{'a': 0.001, 'e': 0.0820849986238988}",30,21,9.088924239020065,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
